fips,county,candidate,votes
37137,Pamlico,Jo Jorgensen,44
37137,Pamlico,Joseph R. Biden,2713
37137,Pamlico,Write-in,10
37139,Pasquotank,Don Blankenship,36
37139,Pasquotank,Donald J. Trump,9770
37139,Pasquotank,Howie Hawkins,48
37139,Pasquotank,Jo Jorgensen,161
37139,Pasquotank,Joseph R. Biden,9832
37139,Pasquotank,Write-in,50
37141,Pender,Don Blankenship,46
37141,Pender,Donald J. Trump,21956
37141,Pender,Howie Hawkins,63
37141,Pender,Jo Jorgensen,329
37141,Pender,Joseph R. Biden,11723
37141,Pender,Write-in,52
37143,Perquimans,Don Blankenship,16
37143,Perquimans,Donald J. Trump,4903
37143,Perquimans,Howie Hawkins,18
37143,Perquimans,Jo Jorgensen,44
37143,Perquimans,Joseph R. Biden,2492
37143,Perquimans,Write-in,11
37145,Person,Don Blankenship,36
37145,Person,Donald J. Trump,13184
37145,Person,Howie Hawkins,42
37145,Person,Jo Jorgensen,144
37145,Person,Joseph R. Biden,8465
37145,Person,Write-in,23
37147,Pitt,Don Blankenship,125
37147,Pitt,Donald J. Trump,38982
37147,Pitt,Howie Hawkins,210
37147,Pitt,Jade Simmons,1
37147,Pitt,Jo Jorgensen,796
37147,Pitt,Joseph R. Biden,47252
37147,Pitt,Write-in,207
37149,Polk,Don Blankenship,17
37149,Polk,Donald J. Trump,7689
37149,Polk,Howie Hawkins,23
37149,Polk,Jo Jorgensen,86
37149,Polk,Joseph R. Biden,4518
37149,Polk,Write-in,25
37151,Randolph,Don Blankenship,75
37151,Randolph,Donald J. Trump,56894
37151,Randolph,Howie Hawkins,123
37151,Randolph,Jade Simmons,1
37151,Randolph,Jo Jorgensen,506
37151,Randolph,Joseph R. Biden,15618
37151,Randolph,Write-in,99
37153,Richmond,Don Blankenship,24
37153,Richmond,Donald J. Trump,11830
37153,Richmond,Howie Hawkins,35
37153,Richmond,Jo Jorgensen,99
37153,Richmond,Joseph R. Biden,8754
37153,Richmond,Write-in,21
37155,Robeson,Don Blankenship,61
37155,Robeson,Donald J. Trump,27806
37155,Robeson,Howie Hawkins,73
37155,Robeson,Jo Jorgensen,161
37155,Robeson,Joseph R. Biden,19020
37155,Robeson,Write-in,67
37157,Rockingham,Don Blankenship,55
37157,Rockingham,Donald J. Trump,31301
37157,Rockingham,Howie Hawkins,75
37157,Rockingham,Jo Jorgensen,312
37157,Rockingham,Joseph R. Biden,15992
37157,Rockingham,Write-in,74
37159,Rowan,Don Blankenship,99
37159,Rowan,Donald J. Trump,49297
37159,Rowan,Howie Hawkins,154
37159,Rowan,Jo Jorgensen,577
37159,Rowan,Joseph R. Biden,23114
37159,Rowan,Write-in,167
37161,Rutherford,Don Blankenship,53
37161,Rutherford,Donald J. Trump,24891
37161,Rutherford,Howie Hawkins,60
37161,Rutherford,Jade Simmons,1
37161,Rutherford,Jo Jorgensen,218
37161,Rutherford,Joseph R. Biden,9135
37161,Rutherford,Write-in,71
37163,Sampson,Don Blankenship,29
37163,Sampson,Donald J. Trump,17411
37163,Sampson,Howie Hawkins,23
37163,Sampson,Jade Simmons,1
37163,Sampson,Jo Jorgensen,143
37163,Sampson,Joseph R. Biden,10966
37163,Sampson,Write-in,45
37165,Scotland,Don Blankenship,14
37165,Scotland,Donald J. Trump,7473
37165,Scotland,Howie Hawkins,31
37165,Scotland,Jo Jorgensen,54
37165,Scotland,Joseph R. Biden,7186
37165,Scotland,Write-in,17
37167,Stanly,Don Blankenship,48
37167,Stanly,Donald J. Trump,25458
37167,Stanly,Howie Hawkins,32
37167,Stanly,Jo Jorgensen,225
37167,Stanly,Joseph R. Biden,8129
37167,Stanly,Write-in,47
37169,Stokes,Don Blankenship,29
37169,Stokes,Donald J. Trump,20142
37169,Stokes,Howie Hawkins,30
37169,Stokes,Jo Jorgensen,180
37169,Stokes,Joseph R. Biden,5286
37169,Stokes,Write-in,34
37171,Surry,Don Blankenship,42
37171,Surry,Donald J. Trump,27538
37171,Surry,Howie Hawkins,45
37171,Surry,Jo Jorgensen,235
37171,Surry,Joseph R. Biden,8721
37171,Surry,Write-in,57
37173,Swain,Don Blankenship,19
37173,Swain,Donald J. Trump,4161
37173,Swain,Howie Hawkins,19
37173,Swain,Jo Jorgensen,72
37173,Swain,Joseph R. Biden,2780
37173,Swain,Write-in,17
37175,Transylvania,Don Blankenship,34
37175,Transylvania,Donald J. Trump,11636
37175,Transylvania,Howie Hawkins,50
37175,Transylvania,Jo Jorgensen,180
37175,Transylvania,Joseph R. Biden,8444
37175,Transylvania,Write-in,60
37177,Tyrrell,Don Blankenship,2
37177,Tyrrell,Donald J. Trump,1044
37177,Tyrrell,Howie Hawkins,2
37177,Tyrrell,Jo Jorgensen,8
37177,Tyrrell,Joseph R. Biden,758
37177,Tyrrell,Write-in,3
37179,Union,Don Blankenship,171
37179,Union,Donald J. Trump,80382
37179,Union,Howie Hawkins,238
37179,Union,Jade Simmons,4
37179,Union,Jo Jorgensen,1136
37179,Union,Joseph R. Biden,48725
37179,Union,Write-in,355
37181,Vance,Don Blankenship,34
37181,Vance,Donald J. Trump,8391
37181,Vance,Howie Hawkins,24
37181,Vance,Jo Jorgensen,94
37181,Vance,Joseph R. Biden,12431
37181,Vance,Write-in,25
37183,Wake,Don Blankenship,884
37183,Wake,Donald J. Trump,226197
37183,Wake,Howie Hawkins,1612
37183,Wake,Jade Simmons,22
37183,Wake,Jo Jorgensen,7514
37183,Wake,Joseph R. Biden,393336
37183,Wake,Write-in,2265
37185,Warren,Don Blankenship,32
37185,Warren,Donald J. Trump,3752
37185,Warren,Howie Hawkins,29
37185,Warren,Jo Jorgensen,63
37185,Warren,Joseph R. Biden,6400
37185,Warren,Write-in,17
37187,Washington,Don Blankenship,7
37187,Washington,Donald J. Trump,2781
37187,Washington,Howie Hawkins,2
37187,Washington,Jo Jorgensen,17
37187,Washington,Joseph R. Biden,3396
37187,Washington,Write-in,2
37189,Watauga,Don Blankenship,43
37189,Watauga,Donald J. Trump,14451
37189,Watauga,Howie Hawkins,103
37189,Watauga,Jo Jorgensen,386
37189,Watauga,Joseph R. Biden,17122
37189,Watauga,Write-in,115
37191,Wayne,Don Blankenship,71
37191,Wayne,Donald J. Trump,30709
37191,Wayne,Howie Hawkins,92
37191,Wayne,Jo Jorgensen,378
37191,Wayne,Joseph R. Biden,24215
37191,Wayne,Write-in,72
37193,Wilkes,Don Blankenship,57
37193,Wilkes,Donald J. Trump,27592
37193,Wilkes,Howie Hawkins,40
37193,Wilkes,Jo Jorgensen,214
37193,Wilkes,Joseph R. Biden,7511
37193,Wilkes,Write-in,52
37195,Wilson,Don Blankenship,41
37195,Wilson,Donald J. Trump,19581
37195,Wilson,Howie Hawkins,56
37195,Wilson,Jo Jorgensen,245
37195,Wilson,Joseph R. Biden,20754
37195,Wilson,Write-in,58
37197,Yadkin,Don Blankenship,33
37197,Yadkin,Donald J. Trump,15933
37197,Yadkin,Howie Hawkins,28
37197,Yadkin,Jade Simmons,1
37197,Yadkin,Jo Jorgensen,131
37197,Yadkin,Joseph R. Biden,3763
37197,Yadkin,Write-in,34
37199,Yancey,Don Blankenship,18
37199,Yancey,Donald J. Trump,7516
37199,Yancey,Howie Hawkins,27
37199,Yancey,Jo Jorgensen,82
37199,Yancey,Joseph R. Biden,3688
37199,Yancey,Write-in,21
