fips,county,candidate,votes
28057,Itawamba,Howie Hawkins,15
28059,Jackson,Howie Hawkins,76
28061,Jasper,Howie Hawkins,6
28065,Jefferson Davis,Howie Hawkins,5
28063,Jefferson,Howie Hawkins,6
28067,Jones,Howie Hawkins,24
28069,Kemper,Howie Hawkins,9
28071,Lafayette,Howie Hawkins,40
28073,Lamar,Howie Hawkins,32
28075,Lauderdale,Howie Hawkins,25
28077,Lawrence,Howie Hawkins,8
28079,Leake,Howie Hawkins,6
28081,Lee,Howie Hawkins,44
28083,Leflore,Howie Hawkins,9
28085,Lincoln,Howie Hawkins,19
28087,Lowndes,Howie Hawkins,32
28089,Madison,Howie Hawkins,41
28091,Marion,Howie Hawkins,11
28093,Marshall,Howie Hawkins,27
28095,Monroe,Howie Hawkins,17
28097,Montgomery,Howie Hawkins,3
28099,Neshoba,Howie Hawkins,6
28101,Newton,Howie Hawkins,8
28103,Noxubee,Howie Hawkins,6
28105,Oktibbeha,Howie Hawkins,51
28107,Panola,Howie Hawkins,11
28109,Pearl River,Howie Hawkins,31
28111,Perry,Howie Hawkins,7
28113,Pike,Howie Hawkins,18
28115,Pontotoc,Howie Hawkins,17
28117,Prentiss,Howie Hawkins,6
28119,Quitman,Howie Hawkins,5
28121,Rankin,Howie Hawkins,62
28123,Scott,Howie Hawkins,22
28125,Sharkey,Howie Hawkins,6
28127,Simpson,Howie Hawkins,23
28129,Smith,Howie Hawkins,6
28131,Stone,Howie Hawkins,8
28133,Sunflower,Howie Hawkins,14
28135,Tallahatchie,Howie Hawkins,15
28137,Tate,Howie Hawkins,16
28139,Tippah,Howie Hawkins,9
28141,Tishomingo,Howie Hawkins,7
28143,Tunica,Howie Hawkins,7
28145,Union,Howie Hawkins,13
28147,Walthall,Howie Hawkins,6
28149,Warren,Howie Hawkins,25
28151,Washington,Howie Hawkins,19
28153,Wayne,Howie Hawkins,11
28155,Webster,Howie Hawkins,2
28157,Wilkinson,Howie Hawkins,9
28159,Winston,Howie Hawkins,4
28161,Yalobusha,Howie Hawkins,7
28163,Yazoo,Howie Hawkins,8
28001,Adams,Jo Jorgensen,48
28003,Alcorn,Jo Jorgensen,118
28005,Amite,Jo Jorgensen,21
28007,Attala,Jo Jorgensen,36
28009,Benton,Jo Jorgensen,12
28011,Bolivar,Jo Jorgensen,48
28013,Calhoun,Jo Jorgensen,15
28015,Carroll,Jo Jorgensen,14
28017,Chickasaw,Jo Jorgensen,75
28019,Choctaw,Jo Jorgensen,16
28021,Claiborne,Jo Jorgensen,11
28023,Clarke,Jo Jorgensen,28
28025,Clay,Jo Jorgensen,48
28027,Coahoma,Jo Jorgensen,20
28029,Copiah,Jo Jorgensen,58
28031,Covington,Jo Jorgensen,33
28033,DeSoto,Jo Jorgensen,722
28035,Forrest,Jo Jorgensen,329
28037,Franklin,Jo Jorgensen,21
28039,George,Jo Jorgensen,54
28041,Greene,Jo Jorgensen,20
28043,Grenada,Jo Jorgensen,38
28045,Hancock,Jo Jorgensen,183
28047,Harrison,Jo Jorgensen,726
28049,Hinds,Jo Jorgensen,396
28051,Holmes,Jo Jorgensen,26
28053,Humphreys,Jo Jorgensen,10
28055,Issaquena,Jo Jorgensen,5
28057,Itawamba,Jo Jorgensen,79
28059,Jackson,Jo Jorgensen,474
28061,Jasper,Jo Jorgensen,30
28065,Jefferson Davis,Jo Jorgensen,16
28063,Jefferson,Jo Jorgensen,14
28067,Jones,Jo Jorgensen,169
28069,Kemper,Jo Jorgensen,10
28071,Lafayette,Jo Jorgensen,242
28073,Lamar,Jo Jorgensen,264
28075,Lauderdale,Jo Jorgensen,149
28077,Lawrence,Jo Jorgensen,19
28079,Leake,Jo Jorgensen,19
28081,Lee,Jo Jorgensen,292
28083,Leflore,Jo Jorgensen,31
28085,Lincoln,Jo Jorgensen,64
28087,Lowndes,Jo Jorgensen,182
28089,Madison,Jo Jorgensen,351
28091,Marion,Jo Jorgensen,44
28093,Marshall,Jo Jorgensen,48
28095,Monroe,Jo Jorgensen,93
28097,Montgomery,Jo Jorgensen,9
28099,Neshoba,Jo Jorgensen,46
28101,Newton,Jo Jorgensen,47
28103,Noxubee,Jo Jorgensen,13
28105,Oktibbeha,Jo Jorgensen,255
28107,Panola,Jo Jorgensen,48
28109,Pearl River,Jo Jorgensen,160
28111,Perry,Jo Jorgensen,21
28113,Pike,Jo Jorgensen,91
28115,Pontotoc,Jo Jorgensen,103
28117,Prentiss,Jo Jorgensen,70
28119,Quitman,Jo Jorgensen,12
28121,Rankin,Jo Jorgensen,555
28123,Scott,Jo Jorgensen,38
28125,Sharkey,Jo Jorgensen,9
28127,Simpson,Jo Jorgensen,49
28129,Smith,Jo Jorgensen,33
28131,Stone,Jo Jorgensen,57
28133,Sunflower,Jo Jorgensen,18
28135,Tallahatchie,Jo Jorgensen,20
28137,Tate,Jo Jorgensen,84
28139,Tippah,Jo Jorgensen,43
28141,Tishomingo,Jo Jorgensen,97
28143,Tunica,Jo Jorgensen,9
28145,Union,Jo Jorgensen,81
28147,Walthall,Jo Jorgensen,19
28149,Warren,Jo Jorgensen,93
28151,Washington,Jo Jorgensen,53
28153,Wayne,Jo Jorgensen,45
28155,Webster,Jo Jorgensen,27
28157,Wilkinson,Jo Jorgensen,12
28159,Winston,Jo Jorgensen,41
28161,Yalobusha,Jo Jorgensen,26
28163,Yazoo,Jo Jorgensen,21
28001,Adams,Brock Pierce,2
28003,Alcorn,Brock Pierce,4
28005,Amite,Brock Pierce,3
28007,Attala,Brock Pierce,4
28009,Benton,Brock Pierce,3
28011,Bolivar,Brock Pierce,3
28013,Calhoun,Brock Pierce,6
28015,Carroll,Brock Pierce,2
28017,Chickasaw,Brock Pierce,2
28019,Choctaw,Brock Pierce,1
28021,Claiborne,Brock Pierce,6
28023,Clarke,Brock Pierce,3
28025,Clay,Brock Pierce,8
28027,Coahoma,Brock Pierce,2
28029,Copiah,Brock Pierce,4
28031,Covington,Brock Pierce,2
28033,DeSoto,Brock Pierce,119
28035,Forrest,Brock Pierce,14
28037,Franklin,Brock Pierce,4
28039,George,Brock Pierce,5
28041,Greene,Brock Pierce,4
28043,Grenada,Brock Pierce,6
28045,Hancock,Brock Pierce,11
28047,Harrison,Brock Pierce,30
28049,Hinds,Brock Pierce,60
28051,Holmes,Brock Pierce,14
28053,Humphreys,Brock Pierce,4
28055,Issaquena,Brock Pierce,0
28057,Itawamba,Brock Pierce,3
28059,Jackson,Brock Pierce,37
28061,Jasper,Brock Pierce,5
28065,Jefferson Davis,Brock Pierce,5
28063,Jefferson,Brock Pierce,1
28067,Jones,Brock Pierce,9
28069,Kemper,Brock Pierce,5
28071,Lafayette,Brock Pierce,8
28073,Lamar,Brock Pierce,10
28075,Lauderdale,Brock Pierce,14
28077,Lawrence,Brock Pierce,1
28079,Leake,Brock Pierce,1
28081,Lee,Brock Pierce,12
28083,Leflore,Brock Pierce,6
28085,Lincoln,Brock Pierce,7
28087,Lowndes,Brock Pierce,9
28089,Madison,Brock Pierce,14
28091,Marion,Brock Pierce,5
28093,Marshall,Brock Pierce,11
28095,Monroe,Brock Pierce,4
28097,Montgomery,Brock Pierce,1
28099,Neshoba,Brock Pierce,2
28101,Newton,Brock Pierce,6
28103,Noxubee,Brock Pierce,4
28105,Oktibbeha,Brock Pierce,14
28107,Panola,Brock Pierce,11
28109,Pearl River,Brock Pierce,13
28111,Perry,Brock Pierce,4
28113,Pike,Brock Pierce,4
28115,Pontotoc,Brock Pierce,4
28117,Prentiss,Brock Pierce,3
28119,Quitman,Brock Pierce,3
28121,Rankin,Brock Pierce,12
28123,Scott,Brock Pierce,4
28125,Sharkey,Brock Pierce,0
28127,Simpson,Brock Pierce,4
28129,Smith,Brock Pierce,2
28131,Stone,Brock Pierce,2
28133,Sunflower,Brock Pierce,3
28135,Tallahatchie,Brock Pierce,1
28137,Tate,Brock Pierce,7
28139,Tippah,Brock Pierce,3
28141,Tishomingo,Brock Pierce,1
